canonical_key,term_de,article,pos,translations_ja,translations_en,prateritum,partizip_ii,plural,notes,levels,sources,categories
gehen,gehen,,verb,行く,to go,ging,ist gegangen,,,A1,german_vocab_master.xlsx,verb | A1
gehirn,das Gehirn,das,noun,脳,brain,,,die Gehirne,,B1,german_vocab_master.xlsx,noun | B1
gelangen,gelangen,,verb,到達する,to reach / arrive at / get to,gelangte,gelangt,,,B1,german_vocab_master.xlsx,verb | B1
gelb,gelb,,adj,黄色い,yellow,,,,,A1,german_vocab_master.xlsx,Farben | adj | A1
geld,das Geld,das,noun,お金,money,,,die Gelder,,A1,german_vocab_master.xlsx,Einkaufen | noun | A1
gelingen,gelingen,,verb,成功する,to succeed,gelang,ist gelungen,,irregular,A2,german_vocab_master.xlsx,verb | A2
gemeinsam,gemeinsam,,adj,共通の／一緒の,"common, joint",,,,,B2,german_vocab_master.xlsx,adj | B2
gemäß,gemäß,,prep,～に従って,according to,,,,+Dat,B2,german_vocab_master.xlsx,prep | B2
gemüse,das Gemüse,das,noun,野菜,vegetable,,,die Gemüse,,A1,german_vocab_master.xlsx,Essen | noun | A1
gemütlich,gemütlich,,adj,居心地のよい,cozy,,,,,A1,german_vocab_master.xlsx,adj | A1
genau,genau,,adj/adv,正確な,exact,,,,,A2,german_vocab_master.xlsx,adj/adv | A2
genauso,genauso,,adv,ちょうど同じく,just as,,,,,A2,german_vocab_master.xlsx,adv | A2
genehmigen,genehmigen,,verb,許可する,to approve,genehmigte,hat genehmigt,,,B2,german_vocab_master.xlsx,verb | B2
genehmigung,die Genehmigung,die,noun,許可,approval,,,die Genehmigungen,,B2,german_vocab_master.xlsx,Politik | noun | B2
generation,die Generation,die,noun,世代,generation,,,die Generationen,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
generationenkonflikt,der Generationenkonflikt,der,noun,世代間対立,generational conflict,,,die Generationenkonflikte,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
genug,genug,,adj/adv,十分な,enough,,,,,A2,german_vocab_master.xlsx,Zeit | adj/adv | A2
gepäck,das Gepäck,das,noun,荷物,luggage,,,,,A2,german_vocab_master.xlsx,Reisen | noun | A2
gerade,gerade,,adv,ちょうど／まっすぐ,just / exactly / straight,,,,,B1,german_vocab_master.xlsx,adv | B1
geradeaus,geradeaus,,adv,まっすぐ,straight ahead,,,,,A2,german_vocab_master.xlsx,adv | A2
gerecht,gerecht,,adj,公平な／正当な,just / fair,,,,,B1,german_vocab_master.xlsx,adj | B1
gerechtigkeit,die Gerechtigkeit,die,noun,正義,justice,,,,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
gericht,das Gericht,das,noun,裁判所／料理,court / dish (food),,,die Gerichte,,B1,german_vocab_master.xlsx,Essen | noun | B1
gerichtsverhandlung,die Gerichtsverhandlung,die,noun,裁判／公判,court hearing / trial,,,die Gerichtsverhandlungen,,B1,german_vocab_master.xlsx,noun | B1
geringfügigkeit,die Geringfügigkeit,die,noun,些細さ,triviality,,,,,C1,german_vocab_master.xlsx,noun | C1
gern,gern,,adv,〜するのが好き,gladly,,,,,A1,german_vocab_master.xlsx,adv | A1
gerät,das Gerät,das,noun,装置,device,,,die Geräte,,B2,german_vocab_master.xlsx,noun | B2
gesamt,gesamt,,adj,全体の,total / entire / overall,,,,,B1,german_vocab_master.xlsx,adj | B1
geschichte,die Geschichte,die,noun,歴史／物語,"history, story",,,die Geschichten,,A1,german_vocab_master.xlsx,noun | A1
geschieden,geschieden,,adj,離婚した,divorced,,,,,A2,german_vocab_master.xlsx,Familie | adj | A2
geschirrspüler,der Geschirrspüler,der,noun,食器洗い機,dishwasher,,,die Geschirrspüler,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
geschlechtergerechtigkeit,die Geschlechtergerechtigkeit,die,noun,ジェンダー公正,gender justice,,,,,C1,german_vocab_master.xlsx,noun | C1
geschlossen,geschlossen,,adj,閉まっている,closed,,,,,A1,german_vocab_master.xlsx,adj | A1
geschwindigkeit,die Geschwindigkeit,die,noun,速度,speed / velocity,,,die Geschwindigkeiten,,B1,german_vocab_master.xlsx,noun | B1
geschwister,die Geschwister,die,noun,兄弟姉妹,siblings,,,,plural,A1,german_vocab_master.xlsx,Familie | noun | A1
geschäftsidee,die Geschäftsidee,die,noun,ビジネスアイデア,business idea,,,die Geschäftsideen,,B1,german_vocab_master.xlsx,Arbeit | Einkaufen | noun | B1
gesellschaft,die Gesellschaft,die,noun,社会／会社,society / company,,,die Gesellschaften,,B1,german_vocab_master.xlsx,Arbeit | noun | B1
gesetz,das Gesetz,das,noun,法律,law / act / statute,,,die Gesetze,,B1,german_vocab_master.xlsx,noun | B1
gesetzentwurf,der Gesetzentwurf,der,noun,法案,bill,,,die Gesetzentwürfe,,C1,german_vocab_master.xlsx,Politik | noun | C1
gesetzgebung,die Gesetzgebung,die,noun,立法,legislation,,,,,C1,german_vocab_master.xlsx,Politik | noun | C1
gesetzlich,gesetzlich,,adj,法的な,legal,,,,,B2,german_vocab_master.xlsx,adj | B2
gesicht,das Gesicht,das,noun,顔,face,,,die Gesichter,,A1,german_vocab_master.xlsx,noun | A1
gesichtspunkt,der Gesichtspunkt,der,noun,観点,viewpoint,,,die Gesichtspunkte,,C1,german_vocab_master.xlsx,noun | C1
gesinnung,die Gesinnung,die,noun,信条,"conviction, mindset",,,die Gesinnungen,,C1,german_vocab_master.xlsx,noun | C1
gespräch,das Gespräch,das,noun,会話,conversation,,,die Gespräche,,A2,german_vocab_master.xlsx,noun | A2
gestalten,gestalten,,verb,形成する／デザインする,to shape / design / organize,gestaltete,gestaltet,,,B1,german_vocab_master.xlsx,verb | B1
gestern,gestern,,adv,昨日,yesterday,,,,,A1,german_vocab_master.xlsx,Zeit | adv | A1
gestresst,gestresst,,adj,ストレス状態の,stressed,,,,,B2,german_vocab_master.xlsx,Gefühle | adj | B2
gesund,gesund,,adj,健康な,healthy,,,,,A1,german_vocab_master.xlsx,Gesundheit | adj | A1
gesundheit,die Gesundheit,die,noun,健康,health,,,,no plural,A1,german_vocab_master.xlsx,Gesundheit | noun | A1
getrennt,getrennt,,adv,別々に,separately,,,,,A2,german_vocab_master.xlsx,adv | A2
gewalt,die Gewalt,die,noun,暴力,violence,,,die Gewalten,,B2,german_vocab_master.xlsx,Politik | noun | B2
gewinn,der Gewinn,der,noun,利益,profit,,,die Gewinne,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
gewinnen,gewinnen,,verb,勝つ,to win,gewann,hat gewonnen,,irregular,A2,german_vocab_master.xlsx,verb | A2
gewissermaßen,gewissermaßen,,adv,いわば,to some extent,,,,,C1,german_vocab_master.xlsx,adv | C1
gewitter,das Gewitter,das,noun,雷雨,thunderstorm,,,die Gewitter,,A2,german_vocab_master.xlsx,Wetter | noun | A2
gewöhnlich,gewöhnlich,,adv,普通,usually,,,,,A2,german_vocab_master.xlsx,adv | A2
gießen,gießen,,verb,注ぐ／水をやる,to pour / water (plants),goss,gegossen,,,B1,german_vocab_master.xlsx,Essen | verb | B1
gitarre,die Gitarre,die,noun,ギター,guitar,,,die Gitarren,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
glauben,glauben,,verb,信じる／思う,"to believe, think",glaubte,hat geglaubt,,,A1,german_vocab_master.xlsx,verb | A1
gleich,gleich,,adj,同じ,same,,,,,A2,german_vocab_master.xlsx,adj | A2
gleichberechtigung,die Gleichberechtigung,die,noun,平等,equal rights,,,,,B2,german_vocab_master.xlsx,Politik | noun | B2
gleichsam,gleichsam,,adv,いわば,as if,,,,,C1,german_vocab_master.xlsx,adv | C1
gleichstellung,die Gleichstellung,die,noun,対等な立場,equality,,,,,B2,german_vocab_master.xlsx,noun | B2
gleichwohl,gleichwohl,,adv,それでもなお,"yet, however",,,,,C1,german_vocab_master.xlsx,adv | C1
gleis,das Gleis,das,noun,ホーム,platform,,,die Gleise,,A2,german_vocab_master.xlsx,Verkehr | noun | A2
globalisierung,die Globalisierung,die,noun,グローバル化,globalization,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
glücklich,glücklich,,adj,幸せな,happy,,,,,A1,german_vocab_master.xlsx,Gefühle | adj | A1
glücksforscher,die Glücksforscher,der,noun,幸福研究者,happiness researcher,,,die Glücksforscher,,B1,german_vocab_master.xlsx,Gefühle | noun | B1
gott,der Gott,der,noun,神,god,,,die Götter,,A2,german_vocab_master.xlsx,noun | A2
graf,der Graf,der,noun,伯爵,count / earl,,,die Grafen,,B1,german_vocab_master.xlsx,noun | B1
gratulieren,gratulieren,,verb,祝う,to congratulate,gratulierte,hat gratuliert,,,A2,german_vocab_master.xlsx,verb | A2
grau,grau,,adj,灰色の,gray,,,,,A1,german_vocab_master.xlsx,Farben | adj | A1
gravierend,gravierend,,adj,深刻な,serious,,,,,C1,german_vocab_master.xlsx,adj | C1
grenze,die Grenze,die,noun,国境,border,,,die Grenzen,,A2,german_vocab_master.xlsx,Reisen | noun | A2
griffbereit,griffbereit,,adj,すぐ手の届くところにある,ready to hand / within reach,,,,,B1,german_vocab_master.xlsx,adj | B1
grippe,die Grippe,die,noun,インフルエンザ,flu,,,die Grippen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
groß,groß,,adj,大きい,"big, tall",,,,,A1,german_vocab_master.xlsx,adj | A1
großeltern,die Großeltern,die,noun,祖父母,grandparents,,,,plural,A1,german_vocab_master.xlsx,Familie | noun | A1
großmutter,die Großmutter,die,noun,祖母,grandmother,,,die Großmütter,,A1,german_vocab_master.xlsx,Familie | noun | A1
großvater,der Großvater,der,noun,祖父,grandfather,,,die Großväter,,A1,german_vocab_master.xlsx,Familie | noun | A1
großzügigkeit,die Großzügigkeit,die,noun,寛大さ,generosity / magnanimity,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
grund,der Grund,der,noun,理由,reason,,,die Gründe,,B2,german_vocab_master.xlsx,noun | B2
grundgesetz,das Grundgesetz,das,noun,基本法,basic law,,,die Grundgesetze,,B2,german_vocab_master.xlsx,Politik | noun | B2
grundschule,die Grundschule,die,noun,小学校,primary school,,,die Grundschulen,,A2,german_vocab_master.xlsx,Schule | noun | A2
größe,die Größe,die,noun,サイズ,size,,,die Größen,,A2,german_vocab_master.xlsx,noun | A2
größenordnung,die Größenordnung,die,noun,規模,order of magnitude,,,die Größenordnungen,,C1,german_vocab_master.xlsx,noun | C1
grün,grün,,adj,緑の,green,,,,,A1,german_vocab_master.xlsx,Farben | adj | A1
gurke,die Gurke,die,noun,キュウリ,cucumber,,,die Gurken,,A2,german_vocab_master.xlsx,Essen | noun | A2
gut,gut,,adj,良い,good,,,,,A1,german_vocab_master.xlsx,adj | A1
gute nacht,Gute Nacht,,phrase,おやすみなさい,good night,,,,,A1,german_vocab_master.xlsx,Zeit | phrase | A1
guten abend,Guten Abend,,phrase,こんばんは,good evening,,,,,A1,german_vocab_master.xlsx,Zeit | phrase | A1
guten morgen,Guten Morgen,,phrase,おはようございます,good morning,,,,,A1,german_vocab_master.xlsx,Zeit | phrase | A1
guten tag,Guten Tag,,phrase,こんにちは,"good day, hello",,,,daytime greeting,A1,german_vocab_master.xlsx,Zeit | phrase | A1
guthaben,das Guthaben,das,noun,残高／クレジット,balance / credit,,,die Guthaben,,B1,german_vocab_master.xlsx,noun | B1
gymnasium,das Gymnasium,das,noun,ギムナジウム,high school,,,die Gymnasien,,A2,german_vocab_master.xlsx,Schule | noun | A2
gönnen,gönnen,,verb,〜を惜しまない,to grant / not begrudge / treat (oneself),gönnte,gegönnt,,,B1,german_vocab_master.xlsx,verb | B1
günstig,günstig,,adj,好都合な／安い,"favorable, cheap",,,,,A2,german_vocab_master.xlsx,Einkaufen | adj | A2
haar,das Haar,das,noun,髪／毛,hair,,,die Haare,,A1,german_vocab_master.xlsx,noun | A1
haben,haben,,verb,持つ,to have,hatte,hat gehabt,,irregular,A1,german_vocab_master.xlsx,verb | A1
hallo,Hallo,,interj,こんにちは／やあ,"hello, hi",,,,casual greeting,A1,german_vocab_master.xlsx,interj | A1
hals,der Hals,der,noun,首,"neck, throat",,,die Hälse,,A1,german_vocab_master.xlsx,noun | A1
halten,halten,,verb,保つ／止める,to hold / keep / stop,hielt,gehalten,,,B1,german_vocab_master.xlsx,verb | B1
haltestelle,die Haltestelle,die,noun,停留所,bus stop,,,die Haltestellen,,A1,german_vocab_master.xlsx,Verkehr | noun | A1
haltung,die Haltung,die,noun,姿勢／態度,stance,,,die Haltungen,,C1,german_vocab_master.xlsx,noun | C1
hand,die Hand,die,noun,手,hand,,,die Hände,,A1,german_vocab_master.xlsx,noun | A1
handel,der Handel,der,noun,貿易,trade,,,,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
handeln,handeln,,verb,取引する／行動する,"to trade, to act",handelte,hat gehandelt,,,B2,german_vocab_master.xlsx,Wirtschaft | verb | B2
handgelenk,das Handgelenk,das,noun,手首,wrist,,,die Handgelenke,,A2,german_vocab_master.xlsx,noun | A2
handy,das Handy,das,noun,携帯電話,mobile phone,,,die Handys,,A1,german_vocab_master.xlsx,noun | A1
hardware,die Hardware,die,noun,ハードウェア,hardware,,,,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
hart,hart,,adj,硬い,hard,,,,,A2,german_vocab_master.xlsx,adj | A2
haufen,der Haufen,der,noun,山積み,heap / pile / bunch,,,die Haufen,,B1,german_vocab_master.xlsx,noun | B1
hauptspeise,die Hauptspeise,die,noun,メイン料理,main course,,,die Hauptspeisen,,A2,german_vocab_master.xlsx,noun | A2
hauptsächlich,hauptsächlich,,adv,主に,mainly,,,,,C1,german_vocab_master.xlsx,adv | C1
haus,das Haus,das,noun,家,house,,,die Häuser,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
hausaufgabe,die Hausaufgabe,die,noun,宿題,homework,,,die Hausaufgaben,,A1,german_vocab_master.xlsx,Schule | noun | A1
hausfassade,die Hausfassade,die,noun,建物の外壁,building facade,,,die Hausfassaden,,B1,german_vocab_master.xlsx,noun | B1
hausnummer,die Hausnummer,die,noun,番地,house number,,,die Hausnummern,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
haut,die Haut,die,noun,皮膚,skin,,,die Häute,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
heft,das Heft,das,noun,ノート,notebook,,,die Hefte,,A1,german_vocab_master.xlsx,Schule | noun | A1
heikel,heikel,,adj,デリケートな,delicate,,,,,C1,german_vocab_master.xlsx,adj | C1
heimat,die Heimat,die,noun,故郷,homeland,,,die Heimaten,,A2,german_vocab_master.xlsx,noun | A2
heiraten,heiraten,,verb,結婚する,to marry,heiratete,hat geheiratet,,,A2,german_vocab_master.xlsx,Familie | verb | A2
heizung,die Heizung,die,noun,暖房,heating,,,die Heizungen,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
heiß,heiß,,adj,暑い／熱い,hot,,,,,A1,german_vocab_master.xlsx,Wetter | adj | A1
heißen,heißen,,verb,〜という名前である,to be called,hieß,hat geheißen,,,A1,german_vocab_master.xlsx,Wetter | verb | A1
heißt,das heißt,,phrase,つまり,that means,,,,,B2,german_vocab_master.xlsx,phrase | B2
helfen,helfen,,verb,助ける,to help,half,hat geholfen,,+ Dat.,A1,german_vocab_master.xlsx,verb | A1
hell,hell,,adj,明るい,"bright, light",,,,,A1,german_vocab_master.xlsx,adj | A1
hemd,das Hemd,das,noun,シャツ,shirt,,,die Hemden,,A1,german_vocab_master.xlsx,Kleidung | noun | A1
herangehensweise,die Herangehensweise,die,noun,アプローチ,approach,,,die Herangehensweisen,,C1,german_vocab_master.xlsx,noun | C1
herankommen an (+akk.),herankommen an (+Akk.),,verb,〜に近づく,to get close to / reach,kam heran,herangekommen,,,B1,german_vocab_master.xlsx,verb | B1
herausfinden,herausfinden,,verb,見つけ出す,to find out,fand heraus,hat herausgefunden,,irregular,B2,german_vocab_master.xlsx,verb | B2
herausforderung,die Herausforderung,die,noun,挑戦／課題,challenge,,,die Herausforderungen,,B1,german_vocab_master.xlsx,noun | B1
herausragend,herausragend,,adj,傑出した,outstanding,,,,,C1,german_vocab_master.xlsx,adj | C1
herausstellen,herausstellen,,verb,強調する,to emphasize,stellte heraus,hat herausgestellt,,,C1,german_vocab_master.xlsx,verb | C1
herbst,der Herbst,der,noun,秋,autumn,,,die Herbste,,A1,german_vocab_master.xlsx,noun | A1
herrlich,herrlich,,adj,素晴らしい,wonderful,,,,,A2,german_vocab_master.xlsx,adj | A2
herstellen,herstellen,,verb,製造する,to produce / manufacture,stellte her,hergestellt,,,B1,german_vocab_master.xlsx,verb | B1
hersteller,der Hersteller,der,noun,メーカー,manufacturer,,,die Hersteller,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
herunterladen,herunterladen,,verb,ダウンロードする,to download,lud herunter,hat heruntergeladen,,irregular,A2,german_vocab_master.xlsx,verb | A2
hervorheben,hervorheben,,verb,強調する,to highlight,hob hervor,hat hervorgehoben,,irregular,C1,german_vocab_master.xlsx,verb | C1
hervorragend,hervorragend,,adj,卓越した,excellent,,,,,C1,german_vocab_master.xlsx,adj | C1
hervorstechend,hervorstechend,,adj,目立つ,salient,,,,,C1,german_vocab_master.xlsx,adj | C1
herz,das Herz,das,noun,心臓,heart,,,die Herzen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
heute,heute,,adv,今日,today,,,,,A1,german_vocab_master.xlsx,Zeit | adv | A1
heutig,heutig,,adj,今日の／現在の,today's / current / present-day,,,,,B1,german_vocab_master.xlsx,Zeit | adj | B1
hier,hier,,adv,ここ,here,,,,,A1,german_vocab_master.xlsx,adv | A1
hierbei,hierbei,,adv,この際,in this,,,,,C1,german_vocab_master.xlsx,adv | C1
hiermit,hiermit,,adv,ここに,hereby,,,,,C1,german_vocab_master.xlsx,adv | C1
hilfsbereitschaft,die Hilfsbereitschaft,die,noun,親切心,helpfulness / willingness to help,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
himmel,der Himmel,der,noun,空／天,"sky, heaven",,,die Himmel,,A2,german_vocab_master.xlsx,noun | A2
hindern an (+dat.),hindern an (+Dat.),,verb,〜を妨げる,to prevent from / hinder,hinderte,gehindert,,,B1,german_vocab_master.xlsx,verb | B1
hingabe,die Hingabe,die,noun,献身,devotion,,,,,C1,german_vocab_master.xlsx,noun | C1
hingegen,hingegen,,adv,それに対して,on the other hand,,,,,B2,german_vocab_master.xlsx,adv | B2
hinsicht,die Hinsicht,die,noun,観点,"respect, regard",,,die Hinsichten,,C1,german_vocab_master.xlsx,noun | C1
hinsichtlich,hinsichtlich,,prep,～に関して,regarding,,,,+Gen,B2,german_vocab_master.xlsx,prep | B2
hinten,hinten,,adv,後ろに,behind,,,,,A1,german_vocab_master.xlsx,adv | A1
hinter,hinter,,prep,〜の後ろに,behind,,,,+ Akk./Dat.,A1,german_vocab_master.xlsx,prep | A1
hinterfragen,hinterfragen,,verb,問いただす,to question critically,hinterfragte,hat hinterfragt,,,C1,german_vocab_master.xlsx,verb | C1
hintergrund,der Hintergrund,der,noun,背景,background,,,die Hintergründe,,B2,german_vocab_master.xlsx,noun | B2
"hinzu kommt, dass","hinzu kommt, dass",,phrase,さらに～,in addition,,,,,C1,german_vocab_master.xlsx,phrase | C1
hinzufügen,hinzufügen,,verb,追加する,to add,fügte hinzu,hat hinzugefügt,,,B2,german_vocab_master.xlsx,verb | B2
hitze,die Hitze,die,noun,暑さ,heat,,,,,A2,german_vocab_master.xlsx,Wetter | noun | A2
hobby,das Hobby,das,noun,趣味,hobby,,,die Hobbys,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
hoch,hoch,,adj,高い,"high, tall",,,,,A1,german_vocab_master.xlsx,Einkaufen | adj | A1
hochhaus,das Hochhaus,das,noun,高層ビル,high-rise building / skyscraper,,,die Hochhäuser,,B1,german_vocab_master.xlsx,noun | B1
hochladen,hochladen,,verb,アップロードする,to upload,lud hoch,hat hochgeladen,,irregular,A2,german_vocab_master.xlsx,verb | A2
hochschule,die Hochschule,die,noun,高等専門学校,college,,,die Hochschulen,,A2,german_vocab_master.xlsx,Schule | noun | A2
hochzeit,die Hochzeit,die,noun,結婚式,wedding,,,die Hochzeiten,,A2,german_vocab_master.xlsx,Familie | noun | A2
hoffen,hoffen,,verb,願う,to hope,hoffte,hat gehofft,,,B2,german_vocab_master.xlsx,Gefühle | verb | B2
hoffentlich,hoffentlich,,adv,願わくは,hopefully,,,,,A2,german_vocab_master.xlsx,adv | A2
